id,url
89kKbzbiHXMAAAFMsccfToZL,https://fr.wikipedia.org/wiki/Vatican
CL4KbzbiQFgAAAFMs60fToeX,https://fr.wikipedia.org/wiki/Italie
elMKbzbiZEIAAAFN166GgIrn,https://fr.wikipedia.org/wiki/Principaut%C3%A9_de_Schwarzbourg-Sondershausen
cwIKbzbiv2oAAAFMjNcfTosp,https://fr.wikipedia.org/wiki/Panama
rgQKbzbis1sAAAFMET0fToVi,https://fr.wikipedia.org/wiki/Allemagne
SNYKbzbizcYAAAFM2c4fTpWv,https://fr.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_germanique
HfAKbzbipS8AAAFMriNY_tIc,https://fr.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_de_l%27Allemagne_du_Nord
AZoKbzbiBekAAAFMachY_t..,https://fr.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_du_Rhin
8I4KbzbigDIAAAFMB4Xx3YCP,https://fr.wikipedia.org/wiki/Duch%C3%A9_d%27Anhalt
TYIKbzbiFOsAAAFMwbBRkrkr,https://fr.wikipedia.org/wiki/Anhalt-Dessau
9SUKbzbiHv4AAAFMeVkfTosJ,https://fr.wikipedia.org/wiki/Anhalt-Zerbst
qP4KbzbiMekAAAFMqdsfTpPm,https://fr.wikipedia.org/wiki/Anhalt-Bernbourg-Schaumbourg-Hoym
hKUKbzbiJdcAAAFM7rEfToIG,https://fr.wikipedia.org/wiki/Anhalt-Bernbourg
us4Kbzbi42EAAAFMi0AfToPi,https://fr.wikipedia.org/wiki/Altena_(Rh%C3%A9nanie-du-Nord-Westphalie)
PE8Kbzbi8poAAAFMrTYfToKs,https://fr.wikipedia.org/wiki/Alsace
gDkKbzbiEKUAAAFMldFY_tOX,https://fr.wikipedia.org/wiki/Augsbourg
maYKbzbimCgAAAFNYFlXxj.r,https://fr.wikipedia.org/wiki/Duch%C3%A9_d%27Aremberg
a90KbzbikSQAAAFNDA6x3SAF,https://fr.wikipedia.org/wiki/Anhalt-K%C3%B6then
RZ0KbzbiYSEAAAFMpZZRkrbs,https://fr.wikipedia.org/wiki/Anklam
cbIKbzbiQ4IAAAFQJ_xwoBli,https://fr.wikipedia.org/wiki/%C3%89lectorat_de_Bade
uUwKbzbiL1YAAAFMj2BY_smm,https://fr.wikipedia.org/wiki/Margraviat_de_Bade-Durlach
g58KbzbiO5IAAAFMmAUfTos.,https://fr.wikipedia.org/wiki/Empire_byzantin
kFoKbzbiHxsAAAFMWntRkqvj,https://fr.wikipedia.org/wiki/Duch%C3%A9_de_Bavi%C3%A8re
HRYKbzbiImQAAAFMkPUfTpdN,https://fr.wikipedia.org/wiki/%C3%89lectorat_de_Bavi%C3%A8re
PzQKbzbirkYAAAFM1DdRkrCo,https://fr.wikipedia.org/wiki/Royaume_de_Bavi%C3%A8re
oGsKbzbiuT8AAAFMVOEfTpaL,https://fr.wikipedia.org/wiki/Principaut%C3%A9_d%27Ansbach
DwkKbzbipi8AAAFMHojx3YBS,https://fr.wikipedia.org/wiki/Australie
DwkKbzbipi8AAAFMHojx3YBS,https://fr.wikipedia.org/wiki/Australie
xiAKbzbiaEIAAAFMKgMfTpOk,https://fr.wikipedia.org/wiki/Principaut%C3%A9_de_Transylvanie_(XIe_si%C3%A8cle-1711)
N5gKbzbiDrcAAAFM6wofTpCu,https://fr.wikipedia.org/wiki/Sao_Tom%C3%A9-et-Principe
h_MKbzbi4P8AAAFMp3FRkqzU,https://fr.wikipedia.org/wiki/Provinces-Unies_du_R%C3%ADo_de_la_Plata
TncKbzbiDnEAAAFQzFdwoBwK,https://fr.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_argentine
5KEKbzbiFSQAAAFMEIcfTpe6,https://fr.wikipedia.org/wiki/Vice-royaut%C3%A9_du_R%C3%ADo_de_la_Plata
4ncKbzbilqgAAAFMJHMfTo.y,https://fr.wikipedia.org/wiki/Vice-royaut%C3%A9_du_P%C3%A9rou
L1oKbzbiK1gAAAFM4NQfTpN0,https://fr.wikipedia.org/wiki/P%C3%A9rou
.BAKbzbiH8kAAAFMzvMfTp2S,https://fr.wikipedia.org/wiki/Chili
_QAKbzbi_bQAAAFM4DUfToJe,https://fr.wikipedia.org/wiki/Argentine
_QAKbzbi_bQAAAFM4DUfToJe,https://fr.wikipedia.org/wiki/Argentine
nd8KbzbibBIAAAFM9n4fTpAH,https://fr.wikipedia.org/wiki/Paraguay
610KbzbicXUAAAFMxAfx3YBf,https://fr.wikipedia.org/wiki/Bolivie
zrEKX9ISGPwAAAFTL_kHOOeH,https://fr.wikipedia.org/wiki/Bolivie
610KbzbicXUAAAFMxAfx3YBf,https://fr.wikipedia.org/wiki/Bolivie
zrEKX9ISGPwAAAFTL_kHOOeH,https://fr.wikipedia.org/wiki/Bolivie
QGgKbzbif98AAAFNXoJXxkTt,https://fr.wikipedia.org/wiki/Rep%C3%BAblica_Velha
yowKbzbiRmwAAAFNuJVXxkOk,https://fr.wikipedia.org/wiki/Estado_Novo_(Br%C3%A9sil)
m2AKbzbiYbMAAAFNpeJXxkTu,https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_R%C3%A9publique_(Br%C3%A9sil)
0a8KbzbiXYgAAAFQfzBwoBpE,https://fr.wikipedia.org/wiki/P%C3%A9riode_romaine_de_l%27%C3%89gypte
BEwKbzbibdkAAAFMLS3x3YCf,https://fr.wikipedia.org/wiki/Terre-Neuve-et-Labrador
FvUKbzbirJsAAAFNxehXxjbu,https://fr.wikipedia.org/wiki/R%C3%A9publique_albanaise
qpMKbzbikogAAAFMeSlY_tGw,https://fr.wikipedia.org/wiki/Congo_belge
